timetamp,iopv,time,date,iopv_lag
12:54.0,3.886,12:54.0,4/22/2020,3.887
14:54.0,3.885,14:14:54,4/22/2020,3.886
15:09.0,3.886,15:09.0,4/22/2020,3.885
15:24.0,3.885,15:24.0,4/22/2020,3.886
15:42.0,3.886,14:15:42,4/22/2020,3.885
15:57.0,3.885,14:15:57,4/22/2020,3.886
16:12.0,3.886,14:16:12,4/22/2020,3.885
16:42.0,3.887,16:42.0,4/22/2020,3.886
17:42.0,3.888,14:17:42,4/22/2020,3.887
18:12.0,3.889,14:18:12,4/22/2020,3.888
18:27.0,3.888,14:18:27,4/22/2020,3.889
18:42.0,3.89,14:18:42,4/22/2020,3.888
18:57.0,3.889,18:57.0,4/22/2020,3.89
19:12.0,3.89,19:12.0,4/22/2020,3.889
21:27.0,3.889,14:21:27,4/22/2020,3.89
21:42.0,3.888,14:21:42,4/22/2020,3.889
22:45.0,3.889,14:22:45,4/22/2020,3.888
23:00.0,3.89,23:00.0,4/22/2020,3.889
23:30.0,3.889,23:30.0,4/22/2020,3.89
23:45.0,3.89,23:45.0,4/22/2020,3.889
24:00.0,3.889,24:00.0,4/22/2020,3.89
24:30.0,3.89,14:24:30,4/22/2020,3.889
24:45.0,3.889,14:24:45,4/22/2020,3.89
25:00.0,3.888,14:25:00,4/22/2020,3.889
25:30.0,3.887,14:25:30,4/22/2020,3.888
26:00.0,3.886,26:00.0,4/22/2020,3.887
26:15.0,3.887,26:15.0,4/22/2020,3.886
26:30.0,3.886,26:30.0,4/22/2020,3.887
27:15.0,3.885,14:27:15,4/22/2020,3.886
28:33.0,3.884,14:28:33,4/22/2020,3.885
29:48.0,3.883,29:48.0,4/22/2020,3.884
30:18.0,3.884,30:18.0,4/22/2020,3.883
30:33.0,3.883,30:33.0,4/22/2020,3.884
30:48.0,3.882,30:48.0,4/22/2020,3.883
31:18.0,3.883,14:31:18,4/22/2020,3.882
31:48.0,3.884,14:31:48,4/22/2020,3.883
32:18.0,3.885,14:32:18,4/22/2020,3.884
33:03.0,3.884,33:03.0,4/22/2020,3.885
33:18.0,3.885,33:18.0,4/22/2020,3.884
33:33.0,3.886,33:33.0,4/22/2020,3.885
33:48.0,3.885,33:48.0,4/22/2020,3.886
34:06.0,3.886,34:06.0,4/22/2020,3.885
34:21.0,3.885,34:21.0,4/22/2020,3.886
36:06.0,3.886,14:36:06,4/22/2020,3.885
36:51.0,3.885,36:51.0,4/22/2020,3.886
37:06.0,3.884,37:06.0,4/22/2020,3.885
38:06.0,3.883,14:38:06,4/22/2020,3.884
39:06.0,3.884,14:39:06,4/22/2020,3.883
39:51.0,3.885,39:51.0,4/22/2020,3.884
40:21.0,3.886,40:21.0,4/22/2020,3.885
41:09.0,3.885,41:09.0,4/22/2020,3.886
41:54.0,3.886,14:41:54,4/22/2020,3.885
42:24.0,3.885,14:42:24,4/22/2020,3.886
42:54.0,3.886,14:42:54,4/22/2020,3.885
43:09.0,3.885,14:43:09,4/22/2020,3.886
43:39.0,3.887,43:39.0,4/22/2020,3.885
44:09.0,3.888,44:09.0,4/22/2020,3.887
44:39.0,3.887,14:44:39,4/22/2020,3.888
45:09.0,3.888,14:45:09,4/22/2020,3.887
45:24.0,3.887,14:45:24,4/22/2020,3.888
45:39.0,3.888,14:45:39,4/22/2020,3.887
45:54.0,3.887,45:54.0,4/22/2020,3.888
46:54.0,3.888,46:54.0,4/22/2020,3.887
47:09.0,3.887,47:09.0,4/22/2020,3.888
47:24.0,3.888,47:24.0,4/22/2020,3.887
47:42.0,3.889,47:42.0,4/22/2020,3.888
47:57.0,3.888,47:57.0,4/22/2020,3.889
48:12.0,3.89,48:12.0,4/22/2020,3.888
50:27.0,3.889,50:27.0,4/22/2020,3.89
50:42.0,3.89,50:42.0,4/22/2020,3.889
51:12.0,3.889,51:12.0,4/22/2020,3.89
55:15.0,3.89,55:15.0,4/22/2020,3.889
56:00.0,3.891,14:56:00,4/22/2020,3.89
57:00.0,3.892,57:00.0,4/22/2020,3.891
57:15.0,3.891,57:15.0,4/22/2020,3.892
15:03.0,3.892,15:03.0,4/23/2020,
25:21.0,3.905,25:21.0,4/23/2020,3.892
30:06.0,3.904,30:06.0,4/23/2020,3.905
31:09.0,3.903,31:09.0,4/23/2020,3.904
31:24.0,3.901,31:24.0,4/23/2020,3.903
31:39.0,3.899,31:39.0,4/23/2020,3.901
31:54.0,3.9,31:54.0,4/23/2020,3.899
32:39.0,3.901,9:32:39,4/23/2020,3.9
33:39.0,3.9,9:33:39,4/23/2020,3.901
34:09.0,3.901,34:09.0,4/23/2020,3.9
35:09.0,3.902,35:09.0,4/23/2020,3.901
35:39.0,3.903,9:35:39,4/23/2020,3.902
35:54.0,3.904,9:35:54,4/23/2020,3.903
36:09.0,3.901,9:36:09,4/23/2020,3.904
36:24.0,3.899,9:36:24,4/23/2020,3.901
36:57.0,3.9,9:36:57,4/23/2020,3.899
37:27.0,3.901,9:37:27,4/23/2020,3.9
37:42.0,3.9,37:42.0,4/23/2020,3.901
37:57.0,3.901,37:57.0,4/23/2020,3.9
38:12.0,3.903,38:12.0,4/23/2020,3.901
38:27.0,3.902,38:27.0,4/23/2020,3.903
38:57.0,3.903,38:57.0,4/23/2020,3.902
39:42.0,3.902,9:39:42,4/23/2020,3.903
40:42.0,3.901,40:42.0,4/23/2020,3.902
40:57.0,3.9,40:57.0,4/23/2020,3.901
41:42.0,3.902,41:42.0,4/23/2020,3.9
42:15.0,3.903,42:15.0,4/23/2020,3.902
42:30.0,3.902,42:30.0,4/23/2020,3.903
42:45.0,3.903,42:45.0,4/23/2020,3.902
44:00.0,3.904,9:44:00,4/23/2020,3.903
44:15.0,3.905,9:44:15,4/23/2020,3.904
44:45.0,3.906,44:45.0,4/23/2020,3.905
45:00.0,3.908,45:00.0,4/23/2020,3.906
45:15.0,3.909,45:15.0,4/23/2020,3.908
45:45.0,3.908,45:45.0,4/23/2020,3.909
47:00.0,3.909,9:47:00,4/23/2020,3.908
48:03.0,3.908,9:48:03,4/23/2020,3.909
48:48.0,3.907,48:48.0,4/23/2020,3.908
49:18.0,3.905,49:18.0,4/23/2020,3.907
50:18.0,3.904,9:50:18,4/23/2020,3.905
50:48.0,3.905,9:50:48,4/23/2020,3.904
51:18.0,3.906,51:18.0,4/23/2020,3.905
52:48.0,3.907,9:52:48,4/23/2020,3.906
53:18.0,3.904,9:53:18,4/23/2020,3.907
53:48.0,3.903,9:53:48,4/23/2020,3.904
54:03.0,3.902,9:54:03,4/23/2020,3.903
54:51.0,3.901,9:54:51,4/23/2020,3.902
55:06.0,3.902,9:55:06,4/23/2020,3.901
55:21.0,3.901,55:21.0,4/23/2020,3.902
55:51.0,3.902,55:51.0,4/23/2020,3.901
56:21.0,3.903,56:21.0,4/23/2020,3.902
56:36.0,3.902,56:36.0,4/23/2020,3.903
57:06.0,3.903,9:57:06,4/23/2020,3.902
57:36.0,3.904,9:57:36,4/23/2020,3.903
57:51.0,3.905,9:57:51,4/23/2020,3.904
58:06.0,3.904,58:06.0,4/23/2020,3.905
58:21.0,3.902,58:21.0,4/23/2020,3.904
59:21.0,3.901,59:21.0,4/23/2020,3.902
59:51.0,3.902,9:59:51,4/23/2020,3.901
00:24.0,3.901,00:24.0,4/23/2020,3.902
00:39.0,3.902,10:00:39,4/23/2020,3.901
01:39.0,3.901,10:01:39,4/23/2020,3.902
02:39.0,3.9,02:39.0,4/23/2020,3.901
03:09.0,3.898,03:09.0,4/23/2020,3.9
03:39.0,3.897,10:03:39,4/23/2020,3.898
04:24.0,3.896,10:04:24,4/23/2020,3.897
04:39.0,3.897,04:39.0,4/23/2020,3.896
05:27.0,3.896,10:05:27,4/23/2020,3.897
06:12.0,3.895,06:12.0,4/23/2020,3.896
06:27.0,3.894,06:27.0,4/23/2020,3.895
06:42.0,3.893,06:42.0,4/23/2020,3.894
06:57.0,3.892,06:57.0,4/23/2020,3.893
07:27.0,3.891,10:07:27,4/23/2020,3.892
07:42.0,3.892,10:07:42,4/23/2020,3.891
08:12.0,3.891,10:08:12,4/23/2020,3.892
08:27.0,3.892,10:08:27,4/23/2020,3.891
08:42.0,3.891,10:08:42,4/23/2020,3.892
09:27.0,3.89,09:27.0,4/23/2020,3.891
09:42.0,3.891,09:42.0,4/23/2020,3.89
10:27.0,3.892,10:10:27,4/23/2020,3.891
10:42.0,3.893,10:10:42,4/23/2020,3.892
11:12.0,3.894,10:11:12,4/23/2020,3.893
14:30.0,3.895,10:14:30,4/23/2020,3.894
15:00.0,3.896,10:15:00,4/23/2020,3.895
15:30.0,3.895,15:30.0,4/23/2020,3.896
16:15.0,3.894,16:15.0,4/23/2020,3.895
18:48.0,3.893,10:18:48,4/23/2020,3.894
19:48.0,3.892,19:48.0,4/23/2020,3.893
20:18.0,3.889,20:18.0,4/23/2020,3.892
20:48.0,3.888,20:48.0,4/23/2020,3.889
21:03.0,3.887,10:21:03,4/23/2020,3.888
21:36.0,3.888,21:36.0,4/23/2020,3.887
21:48.0,3.89,10:21:48,4/23/2020,3.888
22:06.0,3.891,10:22:06,4/23/2020,3.89
22:21.0,3.892,10:22:21,4/23/2020,3.891
22:36.0,3.891,10:22:36,4/23/2020,3.892
23:21.0,3.89,10:23:21,4/23/2020,3.891
23:36.0,3.891,23:36.0,4/23/2020,3.89
23:51.0,3.89,23:51.0,4/23/2020,3.891
24:21.0,3.891,24:21.0,4/23/2020,3.89
24:36.0,3.89,24:36.0,4/23/2020,3.891
24:51.0,3.891,10:24:51,4/23/2020,3.89
25:21.0,3.89,10:25:21,4/23/2020,3.891
26:06.0,3.889,26:06.0,4/23/2020,3.89
26:21.0,3.89,26:21.0,4/23/2020,3.889
26:51.0,3.891,26:51.0,4/23/2020,3.89
27:36.0,3.892,10:27:36,4/23/2020,3.891
28:09.0,3.893,28:09.0,4/23/2020,3.892
28:39.0,3.894,28:39.0,4/23/2020,3.893
29:54.0,3.895,10:29:54,4/23/2020,3.894
30:39.0,3.896,30:39.0,4/23/2020,3.895
30:54.0,3.895,30:54.0,4/23/2020,3.896
31:09.0,3.896,31:09.0,4/23/2020,3.895
31:39.0,3.897,10:31:39,4/23/2020,3.896
32:09.0,3.898,10:32:09,4/23/2020,3.897
32:39.0,3.899,10:32:39,4/23/2020,3.898
32:54.0,3.898,32:54.0,4/23/2020,3.899
33:39.0,3.899,33:39.0,4/23/2020,3.898
33:54.0,3.898,33:54.0,4/23/2020,3.899
34:09.0,3.899,34:09.0,4/23/2020,3.898
34:24.0,3.898,10:34:24,4/23/2020,3.899
34:39.0,3.899,10:34:39,4/23/2020,3.898
34:57.0,3.898,34:57.0,4/23/2020,3.899
35:12.0,3.899,35:12.0,4/23/2020,3.898
36:12.0,3.9,10:36:12,4/23/2020,3.899
37:27.0,3.901,37:27.0,4/23/2020,3.9
37:42.0,3.902,37:42.0,4/23/2020,3.901
37:57.0,3.901,37:57.0,4/23/2020,3.902
38:12.0,3.902,38:12.0,4/23/2020,3.901
38:57.0,3.901,10:38:57,4/23/2020,3.902
39:12.0,3.899,10:39:12,4/23/2020,3.901
39:27.0,3.9,10:39:27,4/23/2020,3.899
39:57.0,3.899,39:57.0,4/23/2020,3.9
40:27.0,3.898,40:27.0,4/23/2020,3.899
40:57.0,3.897,40:57.0,4/23/2020,3.898
41:12.0,3.896,10:41:12,4/23/2020,3.897
41:30.0,3.897,41:30.0,4/23/2020,3.896
41:45.0,3.896,41:45.0,4/23/2020,3.897
42:00.0,3.894,42:00.0,4/23/2020,3.896
42:15.0,3.893,10:42:15,4/23/2020,3.894
42:30.0,3.894,10:42:30,4/23/2020,3.893
42:45.0,3.895,10:42:45,4/23/2020,3.894
43:30.0,3.894,10:43:30,4/23/2020,3.895
43:45.0,3.892,43:45.0,4/23/2020,3.894
44:00.0,3.891,44:00.0,4/23/2020,3.892
44:15.0,3.892,44:15.0,4/23/2020,3.891
44:45.0,3.891,44:45.0,4/23/2020,3.892
45:00.0,3.892,45:00.0,4/23/2020,3.891
45:15.0,3.89,10:45:15,4/23/2020,3.892
45:45.0,3.889,10:45:45,4/23/2020,3.89
46:30.0,3.888,46:30.0,4/23/2020,3.889
47:30.0,3.889,47:30.0,4/23/2020,3.888
47:45.0,3.888,47:45.0,4/23/2020,3.889
48:00.0,3.889,10:48:00,4/23/2020,3.888
48:33.0,3.89,48:33.0,4/23/2020,3.889
50:33.0,3.891,50:33.0,4/23/2020,3.89
51:33.0,3.89,51:33.0,4/23/2020,3.891
51:48.0,3.891,10:51:48,4/23/2020,3.89
52:03.0,3.89,10:52:03,4/23/2020,3.891
53:33.0,3.889,53:33.0,4/23/2020,3.89
53:48.0,3.888,53:48.0,4/23/2020,3.889
55:06.0,3.887,55:06.0,4/23/2020,3.888
56:06.0,3.888,10:56:06,4/23/2020,3.887
56:51.0,3.889,10:56:51,4/23/2020,3.888
57:06.0,3.89,10:57:06,4/23/2020,3.889
58:21.0,3.891,58:21.0,4/23/2020,3.89
58:36.0,3.89,10:58:36,4/23/2020,3.891
59:21.0,3.889,10:59:21,4/23/2020,3.89
00:06.0,3.888,00:06.0,4/23/2020,3.889
03:24.0,3.889,11:03:24,4/23/2020,3.888
03:39.0,3.89,11:03:39,4/23/2020,3.889
06:39.0,3.889,06:39.0,4/23/2020,3.89
06:57.0,3.89,11:06:57,4/23/2020,3.889
09:42.0,3.889,11:09:42,4/23/2020,3.89
10:12.0,3.888,11:10:12,4/23/2020,3.889
10:27.0,3.886,11:10:27,4/23/2020,3.888
10:57.0,3.885,10:57.0,4/23/2020,3.886
12:27.0,3.884,11:12:27,4/23/2020,3.885
12:42.0,3.885,11:12:42,4/23/2020,3.884
13:00.0,3.884,13:00.0,4/23/2020,3.885
14:00.0,3.883,11:14:00,4/23/2020,3.884
14:15.0,3.884,11:14:15,4/23/2020,3.883
15:00.0,3.885,15:00.0,4/23/2020,3.884
15:45.0,3.886,15:45.0,4/23/2020,3.885
16:00.0,3.885,11:16:00,4/23/2020,3.886
17:00.0,3.884,11:17:00,4/23/2020,3.885
17:15.0,3.885,11:17:15,4/23/2020,3.884
17:45.0,3.884,17:45.0,4/23/2020,3.885
18:00.0,3.886,18:00.0,4/23/2020,3.884
18:15.0,3.885,18:15.0,4/23/2020,3.886
19:00.0,3.884,11:19:00,4/23/2020,3.885
19:18.0,3.885,19:18.0,4/23/2020,3.884
20:18.0,3.884,11:20:18,4/23/2020,3.885
20:48.0,3.883,11:20:48,4/23/2020,3.884
21:48.0,3.884,21:48.0,4/23/2020,3.883
22:33.0,3.883,22:33.0,4/23/2020,3.884
24:03.0,3.882,11:24:03,4/23/2020,3.883
24:18.0,3.883,24:18.0,4/23/2020,3.882
24:48.0,3.882,24:48.0,4/23/2020,3.883
25:03.0,3.883,25:03.0,4/23/2020,3.882
26:21.0,3.884,26:21.0,4/23/2020,3.883
26:51.0,3.885,11:26:51,4/23/2020,3.884
27:06.0,3.884,11:27:06,4/23/2020,3.885
27:21.0,3.885,11:27:21,4/23/2020,3.884
29:06.0,3.886,29:06.0,4/23/2020,3.885
29:36.0,3.885,11:29:36,4/23/2020,3.886
00:09.0,3.886,00:09.0,4/23/2020,3.885
00:24.0,3.888,00:24.0,4/23/2020,3.886
00:39.0,3.89,13:00:39,4/23/2020,3.888
01:24.0,3.888,13:01:24,4/23/2020,3.89
01:39.0,3.889,13:01:39,4/23/2020,3.888
02:09.0,3.89,02:09.0,4/23/2020,3.889
04:12.0,3.891,04:12.0,4/23/2020,3.89
04:27.0,3.894,04:27.0,4/23/2020,3.891
04:42.0,3.898,13:04:42,4/23/2020,3.894
05:12.0,3.897,13:05:12,4/23/2020,3.898
05:27.0,3.898,13:05:27,4/23/2020,3.897
05:42.0,3.899,13:05:42,4/23/2020,3.898
05:57.0,3.898,05:57.0,4/23/2020,3.899
06:12.0,3.897,06:12.0,4/23/2020,3.898
06:27.0,3.896,06:27.0,4/23/2020,3.897
08:12.0,3.897,13:08:12,4/23/2020,3.896
09:15.0,3.896,13:09:15,4/23/2020,3.897
09:30.0,3.895,13:09:30,4/23/2020,3.896
10:30.0,3.894,10:30.0,4/23/2020,3.895
12:00.0,3.895,13:12:00,4/23/2020,3.894
13:15.0,3.896,13:15.0,4/23/2020,3.895
13:45.0,3.895,13:45.0,4/23/2020,3.896
14:15.0,3.896,13:14:15,4/23/2020,3.895
14:30.0,3.895,13:14:30,4/23/2020,3.896
14:45.0,3.896,13:14:45,4/23/2020,3.895
16:18.0,3.897,13:16:18,4/23/2020,3.896
16:33.0,3.896,13:16:33,4/23/2020,3.897
17:33.0,3.895,17:33.0,4/23/2020,3.896
17:48.0,3.894,17:48.0,4/23/2020,3.895
19:33.0,3.893,19:33.0,4/23/2020,3.894
20:03.0,3.892,20:03.0,4/23/2020,3.893
20:18.0,3.893,20:18.0,4/23/2020,3.892
21:03.0,3.892,13:21:03,4/23/2020,3.893
22:06.0,3.891,13:22:06,4/23/2020,3.892
23:06.0,3.892,13:23:06,4/23/2020,3.891
24:06.0,3.893,24:06.0,4/23/2020,3.892
24:51.0,3.894,13:24:51,4/23/2020,3.893
25:06.0,3.895,13:25:06,4/23/2020,3.894
26:21.0,3.896,26:21.0,4/23/2020,3.895
26:51.0,3.895,26:51.0,4/23/2020,3.896
27:21.0,3.896,27:21.0,4/23/2020,3.895
28:54.0,3.895,13:28:54,4/23/2020,3.896
29:39.0,3.896,13:29:39,4/23/2020,3.895
29:54.0,3.895,13:29:54,4/23/2020,3.896
30:39.0,3.896,30:39.0,4/23/2020,3.895
31:24.0,3.897,31:24.0,4/23/2020,3.896
32:39.0,3.898,13:32:39,4/23/2020,3.897
32:54.0,3.897,32:54.0,4/23/2020,3.898
33:09.0,3.898,33:09.0,4/23/2020,3.897
34:42.0,3.897,34:42.0,4/23/2020,3.898
34:57.0,3.896,34:57.0,4/23/2020,3.897
35:57.0,3.895,13:35:57,4/23/2020,3.896
36:12.0,3.896,13:36:12,4/23/2020,3.895
36:57.0,3.897,36:57.0,4/23/2020,3.896
37:57.0,3.896,37:57.0,4/23/2020,3.897
38:12.0,3.897,38:12.0,4/23/2020,3.896
38:42.0,3.896,13:38:42,4/23/2020,3.897
38:57.0,3.897,13:38:57,4/23/2020,3.896
39:30.0,3.896,13:39:30,4/23/2020,3.897
39:45.0,3.895,13:39:45,4/23/2020,3.896
41:00.0,3.894,41:00.0,4/23/2020,3.895
41:15.0,3.895,41:15.0,4/23/2020,3.894
42:00.0,3.894,42:00.0,4/23/2020,3.895
42:15.0,3.895,13:42:15,4/23/2020,3.894
42:30.0,3.894,13:42:30,4/23/2020,3.895
43:30.0,3.895,13:43:30,4/23/2020,3.894
43:45.0,3.894,43:45.0,4/23/2020,3.895
44:00.0,3.895,44:00.0,4/23/2020,3.894
45:33.0,3.894,45:33.0,4/23/2020,3.895
46:03.0,3.895,46:03.0,4/23/2020,3.894
46:18.0,3.894,13:46:18,4/23/2020,3.895
49:03.0,3.895,13:49:03,4/23/2020,3.894
50:03.0,3.896,13:50:03,4/23/2020,3.895
50:18.0,3.897,13:50:18,4/23/2020,3.896
50:33.0,3.898,50:33.0,4/23/2020,3.897
51:06.0,3.899,13:51:06,4/23/2020,3.898
52:36.0,3.9,52:36.0,4/23/2020,3.899
53:06.0,3.901,13:53:06,4/23/2020,3.9
53:21.0,3.9,13:53:21,4/23/2020,3.901
53:36.0,3.901,13:53:36,4/23/2020,3.9
53:51.0,3.9,13:53:51,4/23/2020,3.901
54:06.0,3.899,13:54:06,4/23/2020,3.9
56:06.0,3.898,13:56:06,4/23/2020,3.899
56:21.0,3.899,13:56:21,4/23/2020,3.898
56:36.0,3.898,13:56:36,4/23/2020,3.899
57:06.0,3.899,13:57:06,4/23/2020,3.898
57:21.0,3.898,57:21.0,4/23/2020,3.899
59:54.0,3.897,13:59:54,4/23/2020,3.898
00:09.0,3.898,14:00:09,4/23/2020,3.897
00:24.0,3.897,14:00:24,4/23/2020,3.898
00:54.0,3.895,00:54.0,4/23/2020,3.897
01:09.0,3.894,01:09.0,4/23/2020,3.895
01:54.0,3.893,01:54.0,4/23/2020,3.894
02:09.0,3.892,02:09.0,4/23/2020,3.893
03:24.0,3.893,14:03:24,4/23/2020,3.892
04:09.0,3.894,04:09.0,4/23/2020,3.893
04:24.0,3.895,04:24.0,4/23/2020,3.894
10:12.0,3.894,14:10:12,4/23/2020,3.895
10:27.0,3.896,14:10:27,4/23/2020,3.894
11:00.0,3.895,14:11:00,4/23/2020,3.896
11:30.0,3.896,14:11:30,4/23/2020,3.895
12:45.0,3.895,12:45.0,4/23/2020,3.896
13:00.0,3.896,13:00.0,4/23/2020,3.895
13:15.0,3.895,14:13:15,4/23/2020,3.896
14:30.0,3.894,14:30.0,4/23/2020,3.895
14:45.0,3.895,14:45.0,4/23/2020,3.894
15:00.0,3.894,15:00.0,4/23/2020,3.895
15:15.0,3.895,15:15.0,4/23/2020,3.894
15:30.0,3.894,15:30.0,4/23/2020,3.895
16:30.0,3.893,14:16:30,4/23/2020,3.894
18:03.0,3.892,14:18:03,4/23/2020,3.893
18:18.0,3.893,14:18:18,4/23/2020,3.892
19:18.0,3.892,19:18.0,4/23/2020,3.893
20:03.0,3.891,14:20:03,4/23/2020,3.892
20:33.0,3.89,14:20:33,4/23/2020,3.891
21:03.0,3.889,14:21:03,4/23/2020,3.89
22:36.0,3.888,22:36.0,4/23/2020,3.889
23:06.0,3.889,23:06.0,4/23/2020,3.888
23:36.0,3.89,23:36.0,4/23/2020,3.889
23:51.0,3.889,14:23:51,4/23/2020,3.89
24:06.0,3.89,14:24:06,4/23/2020,3.889
24:21.0,3.889,14:24:21,4/23/2020,3.89
24:36.0,3.89,14:24:36,4/23/2020,3.889
25:21.0,3.889,25:21.0,4/23/2020,3.89
25:36.0,3.89,25:36.0,4/23/2020,3.889
26:06.0,3.889,26:06.0,4/23/2020,3.89
26:36.0,3.89,26:36.0,4/23/2020,3.889
27:21.0,3.889,14:27:21,4/23/2020,3.89
27:36.0,3.89,14:27:36,4/23/2020,3.889
27:51.0,3.889,14:27:51,4/23/2020,3.89
29:24.0,3.89,29:24.0,4/23/2020,3.889
30:39.0,3.891,14:30:39,4/23/2020,3.89
31:24.0,3.892,14:31:24,4/23/2020,3.891
32:09.0,3.893,32:09.0,4/23/2020,3.892
33:09.0,3.892,33:09.0,4/23/2020,3.893
34:09.0,3.891,14:34:09,4/23/2020,3.892
35:57.0,3.89,35:57.0,4/23/2020,3.891
36:27.0,3.889,36:27.0,4/23/2020,3.89
36:42.0,3.888,36:42.0,4/23/2020,3.889
37:12.0,3.887,37:12.0,4/23/2020,3.888
37:42.0,3.886,14:37:42,4/23/2020,3.887
38:12.0,3.885,14:38:12,4/23/2020,3.886
38:27.0,3.886,14:38:27,4/23/2020,3.885
39:12.0,3.887,39:12.0,4/23/2020,3.886
39:27.0,3.886,39:27.0,4/23/2020,3.887
40:57.0,3.887,14:40:57,4/23/2020,3.886
44:15.0,3.886,14:44:15,4/23/2020,3.887
44:30.0,3.887,14:44:30,4/23/2020,3.886
44:45.0,3.886,14:44:45,4/23/2020,3.887
45:15.0,3.885,14:45:15,4/23/2020,3.886
45:30.0,3.886,45:30.0,4/23/2020,3.885
45:45.0,3.885,45:45.0,4/23/2020,3.886
46:15.0,3.884,46:15.0,4/23/2020,3.885
46:45.0,3.883,46:45.0,4/23/2020,3.884
47:45.0,3.882,14:47:45,4/23/2020,3.883
48:18.0,3.881,14:48:18,4/23/2020,3.882
48:48.0,3.88,14:48:48,4/23/2020,3.881
51:48.0,3.879,14:51:48,4/23/2020,3.88
52:03.0,3.88,14:52:03,4/23/2020,3.879
52:18.0,3.879,52:18.0,4/23/2020,3.88
53:51.0,3.88,53:51.0,4/23/2020,3.879
55:21.0,3.881,14:55:21,4/23/2020,3.88
55:36.0,3.88,14:55:36,4/23/2020,3.881
56:06.0,3.881,56:06.0,4/23/2020,3.88
57:06.0,3.882,57:06.0,4/23/2020,3.881
23:21.0,3.882,9:23:21,4/24/2020,
25:15.0,3.88,25:15.0,4/24/2020,3.882
30:18.0,3.879,9:30:18,4/24/2020,3.88
30:33.0,3.878,9:30:33,4/24/2020,3.879
31:03.0,3.879,9:31:03,4/24/2020,3.878
31:18.0,3.878,9:31:18,4/24/2020,3.879
31:33.0,3.875,9:31:33,4/24/2020,3.878
31:48.0,3.873,31:48.0,4/24/2020,3.875
32:03.0,3.876,32:03.0,4/24/2020,3.873
32:51.0,3.874,32:51.0,4/24/2020,3.876
33:06.0,3.872,33:06.0,4/24/2020,3.874
33:36.0,3.873,33:36.0,4/24/2020,3.872
34:06.0,3.872,34:06.0,4/24/2020,3.873
34:36.0,3.873,9:34:36,4/24/2020,3.872
35:21.0,3.874,9:35:21,4/24/2020,3.873
36:06.0,3.875,36:06.0,4/24/2020,3.874
36:36.0,3.876,36:36.0,4/24/2020,3.875
38:51.0,3.875,38:51.0,4/24/2020,3.876
39:09.0,3.874,9:39:09,4/24/2020,3.875
39:24.0,3.877,9:39:24,4/24/2020,3.874
39:39.0,3.878,39:39.0,4/24/2020,3.877
39:54.0,3.879,39:54.0,4/24/2020,3.878
40:24.0,3.88,40:24.0,4/24/2020,3.879
40:39.0,3.877,40:39.0,4/24/2020,3.88
41:09.0,3.876,9:41:09,4/24/2020,3.877
41:24.0,3.875,9:41:24,4/24/2020,3.876
42:24.0,3.874,42:24.0,4/24/2020,3.875
43:09.0,3.873,43:09.0,4/24/2020,3.874
43:24.0,3.872,43:24.0,4/24/2020,3.873
43:39.0,3.871,43:39.0,4/24/2020,3.872
44:09.0,3.87,9:44:09,4/24/2020,3.871
44:54.0,3.871,9:44:54,4/24/2020,3.87
45:42.0,3.868,9:45:42,4/24/2020,3.871
46:27.0,3.869,46:27.0,4/24/2020,3.868
46:57.0,3.87,46:57.0,4/24/2020,3.869
47:12.0,3.869,47:12.0,4/24/2020,3.87
47:27.0,3.871,47:27.0,4/24/2020,3.869
48:12.0,3.872,9:48:12,4/24/2020,3.871
48:27.0,3.871,9:48:27,4/24/2020,3.872
48:57.0,3.87,48:57.0,4/24/2020,3.871
49:42.0,3.869,49:42.0,4/24/2020,3.87
49:57.0,3.87,49:57.0,4/24/2020,3.869
50:27.0,3.872,50:27.0,4/24/2020,3.87
50:42.0,3.874,9:50:42,4/24/2020,3.872
50:57.0,3.873,9:50:57,4/24/2020,3.874
51:45.0,3.874,9:51:45,4/24/2020,3.873
52:45.0,3.873,9:52:45,4/24/2020,3.874
53:45.0,3.871,53:45.0,4/24/2020,3.873
54:00.0,3.87,54:00.0,4/24/2020,3.871
54:15.0,3.869,54:15.0,4/24/2020,3.87
55:30.0,3.868,9:55:30,4/24/2020,3.869
56:15.0,3.867,56:15.0,4/24/2020,3.868
57:33.0,3.868,57:33.0,4/24/2020,3.867
59:18.0,3.867,9:59:18,4/24/2020,3.868
59:33.0,3.866,9:59:33,4/24/2020,3.867
00:18.0,3.865,00:18.0,4/24/2020,3.866
00:48.0,3.864,00:48.0,4/24/2020,3.865
01:03.0,3.863,01:03.0,4/24/2020,3.864
01:18.0,3.864,10:01:18,4/24/2020,3.863
04:06.0,3.863,04:06.0,4/24/2020,3.864
04:36.0,3.862,04:36.0,4/24/2020,3.863
05:06.0,3.863,10:05:06,4/24/2020,3.862
06:51.0,3.864,06:51.0,4/24/2020,3.863
07:06.0,3.865,07:06.0,4/24/2020,3.864
07:51.0,3.866,07:51.0,4/24/2020,3.865
09:39.0,3.867,10:09:39,4/24/2020,3.866
09:54.0,3.866,10:09:54,4/24/2020,3.867
10:09.0,3.867,10:10:09,4/24/2020,3.866
10:54.0,3.866,10:54.0,4/24/2020,3.867
12:24.0,3.865,10:12:24,4/24/2020,3.866
12:54.0,3.864,10:12:54,4/24/2020,3.865
14:09.0,3.865,14:09.0,4/24/2020,3.864
