timetamp,iopv,time,date,iopv_lag
34:30.0,3.901,13:34:30,4/28/2020,3.903
35:03.0,3.902,13:35:03,4/28/2020,3.901
35:18.0,3.901,13:35:18,4/28/2020,3.902
35:33.0,3.902,13:35:33,4/28/2020,3.901
36:03.0,3.903,13:36:03,4/28/2020,3.902
36:48.0,3.902,36:48.0,4/28/2020,3.903
38:48.0,3.901,13:38:48,4/28/2020,3.902
39:03.0,3.902,13:39:03,4/28/2020,3.901
39:33.0,3.901,39:33.0,4/28/2020,3.902
40:51.0,3.902,40:51.0,4/28/2020,3.901
42:06.0,3.903,13:42:06,4/28/2020,3.902
42:21.0,3.902,13:42:21,4/28/2020,3.903
42:36.0,3.903,13:42:36,4/28/2020,3.902
42:51.0,3.902,13:42:51,4/28/2020,3.903
45:06.0,3.903,13:45:06,4/28/2020,3.902
45:21.0,3.904,13:45:21,4/28/2020,3.903
46:21.0,3.905,46:21.0,4/28/2020,3.904
46:54.0,3.904,13:46:54,4/28/2020,3.905
47:24.0,3.903,47:24.0,4/28/2020,3.904
47:39.0,3.904,47:39.0,4/28/2020,3.903
47:54.0,3.903,47:54.0,4/28/2020,3.904
48:24.0,3.904,13:48:24,4/28/2020,3.903
48:39.0,3.903,13:48:39,4/28/2020,3.904
49:24.0,3.904,13:49:24,4/28/2020,3.903
50:57.0,3.905,50:57.0,4/28/2020,3.904
53:42.0,3.906,13:53:42,4/28/2020,3.905
54:42.0,3.907,54:42.0,4/28/2020,3.906
54:57.0,3.908,54:57.0,4/28/2020,3.907
55:42.0,3.91,13:55:42,4/28/2020,3.908
56:57.0,3.911,56:57.0,4/28/2020,3.91
58:00.0,3.91,58:00.0,4/28/2020,3.911
58:15.0,3.908,58:15.0,4/28/2020,3.91
58:30.0,3.909,58:30.0,4/28/2020,3.908
58:45.0,3.91,58:45.0,4/28/2020,3.909
59:30.0,3.911,13:59:30,4/28/2020,3.91
00:00.0,3.912,14:00:00,4/28/2020,3.911
00:45.0,3.911,00:45.0,4/28/2020,3.912
01:00.0,3.91,01:00.0,4/28/2020,3.911
01:30.0,3.909,01:30.0,4/28/2020,3.91
03:00.0,3.91,14:03:00,4/28/2020,3.909
03:15.0,3.909,03:15.0,4/28/2020,3.91
04:00.0,3.907,04:00.0,4/28/2020,3.909
05:03.0,3.906,05:03.0,4/28/2020,3.907
05:33.0,3.907,05:33.0,4/28/2020,3.906
06:03.0,3.909,14:06:03,4/28/2020,3.907
07:18.0,3.908,07:18.0,4/28/2020,3.909
07:33.0,3.909,07:33.0,4/28/2020,3.908
07:48.0,3.908,07:48.0,4/28/2020,3.909
08:48.0,3.907,14:08:48,4/28/2020,3.908
09:33.0,3.909,14:09:33,4/28/2020,3.907
09:48.0,3.908,14:09:48,4/28/2020,3.909
10:33.0,3.907,10:33.0,4/28/2020,3.908
13:06.0,3.908,14:13:06,4/28/2020,3.907
13:36.0,3.907,14:13:36,4/28/2020,3.908
14:06.0,3.906,14:06.0,4/28/2020,3.907
14:36.0,3.907,14:36.0,4/28/2020,3.906
16:36.0,3.908,14:16:36,4/28/2020,3.907
16:51.0,3.907,16:51.0,4/28/2020,3.908
17:24.0,3.908,14:17:24,4/28/2020,3.907
17:39.0,3.909,14:17:39,4/28/2020,3.908
18:54.0,3.91,18:54.0,4/28/2020,3.909
19:24.0,3.911,14:19:24,4/28/2020,3.91
19:39.0,3.91,14:19:39,4/28/2020,3.911
19:54.0,3.911,14:19:54,4/28/2020,3.91
20:24.0,3.912,14:20:24,4/28/2020,3.911
21:24.0,3.911,21:24.0,4/28/2020,3.912
22:24.0,3.912,14:22:24,4/28/2020,3.911
24:12.0,3.913,14:24:12,4/28/2020,3.912
24:42.0,3.912,24:42.0,4/28/2020,3.913
24:57.0,3.911,24:57.0,4/28/2020,3.912
25:57.0,3.912,25:57.0,4/28/2020,3.911
26:12.0,3.911,14:26:12,4/28/2020,3.912
26:42.0,3.91,14:26:42,4/28/2020,3.911
27:12.0,3.909,14:27:12,4/28/2020,3.91
27:42.0,3.908,27:42.0,4/28/2020,3.909
28:42.0,3.907,28:42.0,4/28/2020,3.908
28:57.0,3.906,14:28:57,4/28/2020,3.907
29:27.0,3.907,14:29:27,4/28/2020,3.906
29:45.0,3.906,29:45.0,4/28/2020,3.907
30:15.0,3.907,14:30:15,4/28/2020,3.906
30:30.0,3.906,14:30:30,4/28/2020,3.907
30:45.0,3.905,14:30:45,4/28/2020,3.906
31:00.0,3.903,14:31:00,4/28/2020,3.905
31:30.0,3.904,31:30.0,4/28/2020,3.903
32:00.0,3.905,32:00.0,4/28/2020,3.904
32:30.0,3.904,32:30.0,4/28/2020,3.905
32:45.0,3.905,32:45.0,4/28/2020,3.904
34:30.0,3.903,34:30.0,4/28/2020,3.905
34:45.0,3.902,34:45.0,4/28/2020,3.903
35:33.0,3.901,35:33.0,4/28/2020,3.902
36:33.0,3.9,36:33.0,4/28/2020,3.901
37:48.0,3.899,14:37:48,4/28/2020,3.9
38:03.0,3.898,38:03.0,4/28/2020,3.899
38:48.0,3.897,38:48.0,4/28/2020,3.898
39:48.0,3.898,14:39:48,4/28/2020,3.897
40:18.0,3.899,14:40:18,4/28/2020,3.898
40:48.0,3.9,14:40:48,4/28/2020,3.899
41:03.0,3.901,41:03.0,4/28/2020,3.9
42:06.0,3.902,14:42:06,4/28/2020,3.901
42:36.0,3.901,42:36.0,4/28/2020,3.902
43:21.0,3.902,43:21.0,4/28/2020,3.901
45:51.0,3.904,45:51.0,4/28/2020,3.902
46:06.0,3.903,46:06.0,4/28/2020,3.904
46:21.0,3.904,14:46:21,4/28/2020,3.903
46:51.0,3.905,14:46:51,4/28/2020,3.904
47:06.0,3.904,14:47:06,4/28/2020,3.905
47:21.0,3.905,14:47:21,4/28/2020,3.904
47:36.0,3.904,14:47:36,4/28/2020,3.905
48:09.0,3.903,14:48:09,4/28/2020,3.904
48:24.0,3.904,14:48:24,4/28/2020,3.903
49:39.0,3.903,49:39.0,4/28/2020,3.904
50:39.0,3.902,14:50:39,4/28/2020,3.903
51:24.0,3.903,14:51:24,4/28/2020,3.902
51:54.0,3.902,51:54.0,4/28/2020,3.903
52:09.0,3.903,52:09.0,4/28/2020,3.902
52:54.0,3.904,52:54.0,4/28/2020,3.903
53:24.0,3.903,14:53:24,4/28/2020,3.904
54:57.0,3.902,14:54:57,4/28/2020,3.903
55:12.0,3.903,14:55:12,4/28/2020,3.902
55:42.0,3.904,55:42.0,4/28/2020,3.903
57:12.0,3.905,14:57:12,4/28/2020,3.904
15:03.0,3.902,15:03.0,4/29/2020,
25:18.0,3.889,9:25:18,4/29/2020,3.902
30:21.0,3.887,30:21.0,4/29/2020,3.889
31:06.0,3.886,31:06.0,4/29/2020,3.887
31:51.0,3.888,9:31:51,4/29/2020,3.886
32:36.0,3.889,9:32:36,4/29/2020,3.888
32:51.0,3.89,32:51.0,4/29/2020,3.889
33:06.0,3.891,33:06.0,4/29/2020,3.89
33:21.0,3.892,33:21.0,4/29/2020,3.891
33:54.0,3.893,33:54.0,4/29/2020,3.892
34:24.0,3.895,34:24.0,4/29/2020,3.893
34:39.0,3.896,34:39.0,4/29/2020,3.895
34:54.0,3.898,34:54.0,4/29/2020,3.896
35:24.0,3.9,9:35:24,4/29/2020,3.898
35:54.0,3.899,9:35:54,4/29/2020,3.9
37:24.0,3.9,37:24.0,4/29/2020,3.899
37:39.0,3.901,37:39.0,4/29/2020,3.9
38:09.0,3.902,9:38:09,4/29/2020,3.901
38:24.0,3.904,9:38:24,4/29/2020,3.902
39:27.0,3.905,9:39:27,4/29/2020,3.904
41:27.0,3.906,41:27.0,4/29/2020,3.905
41:57.0,3.907,41:57.0,4/29/2020,3.906
42:12.0,3.908,9:42:12,4/29/2020,3.907
43:12.0,3.91,9:43:12,4/29/2020,3.908
44:12.0,3.911,44:12.0,4/29/2020,3.91
44:42.0,3.91,44:42.0,4/29/2020,3.911
45:15.0,3.909,45:15.0,4/29/2020,3.91
46:15.0,3.91,9:46:15,4/29/2020,3.909
46:30.0,3.911,9:46:30,4/29/2020,3.91
47:00.0,3.912,9:47:00,4/29/2020,3.911
47:15.0,3.913,9:47:15,4/29/2020,3.912
47:30.0,3.914,47:30.0,4/29/2020,3.913
47:45.0,3.915,47:45.0,4/29/2020,3.914
48:00.0,3.916,48:00.0,4/29/2020,3.915
48:15.0,3.917,48:15.0,4/29/2020,3.916
48:30.0,3.918,48:30.0,4/29/2020,3.917
49:30.0,3.917,9:49:30,4/29/2020,3.918
50:30.0,3.918,50:30.0,4/29/2020,3.917
51:33.0,3.919,51:33.0,4/29/2020,3.918
53:03.0,3.918,9:53:03,4/29/2020,3.919
53:33.0,3.917,9:53:33,4/29/2020,3.918
54:18.0,3.916,54:18.0,4/29/2020,3.917
55:18.0,3.915,55:18.0,4/29/2020,3.916
56:03.0,3.914,9:56:03,4/29/2020,3.915
56:51.0,3.915,9:56:51,4/29/2020,3.914
57:06.0,3.916,9:57:06,4/29/2020,3.915
57:21.0,3.915,9:57:21,4/29/2020,3.916
57:36.0,3.917,9:57:36,4/29/2020,3.915
59:51.0,3.916,9:59:51,4/29/2020,3.917
00:21.0,3.915,10:00:21,4/29/2020,3.916
00:36.0,3.914,10:00:36,4/29/2020,3.915
00:51.0,3.913,10:00:51,4/29/2020,3.914
01:06.0,3.912,01:06.0,4/29/2020,3.913
01:21.0,3.911,01:21.0,4/29/2020,3.912
02:06.0,3.912,02:06.0,4/29/2020,3.911
02:54.0,3.913,02:54.0,4/29/2020,3.912
03:24.0,3.912,10:03:24,4/29/2020,3.913
04:09.0,3.911,10:04:09,4/29/2020,3.912
04:39.0,3.912,04:39.0,4/29/2020,3.911
05:24.0,3.913,05:24.0,4/29/2020,3.912
06:24.0,3.914,10:06:24,4/29/2020,3.913
06:54.0,3.915,10:06:54,4/29/2020,3.914
07:24.0,3.916,10:07:24,4/29/2020,3.915
07:54.0,3.917,07:54.0,4/29/2020,3.916
08:24.0,3.918,08:24.0,4/29/2020,3.917
09:42.0,3.919,09:42.0,4/29/2020,3.918
09:57.0,3.918,09:57.0,4/29/2020,3.919
10:12.0,3.919,10:10:12,4/29/2020,3.918
10:27.0,3.92,10:10:27,4/29/2020,3.919
10:42.0,3.919,10:10:42,4/29/2020,3.92
10:57.0,3.92,10:10:57,4/29/2020,3.919
11:27.0,3.921,11:27.0,4/29/2020,3.92
12:27.0,3.922,12:27.0,4/29/2020,3.921
12:42.0,3.92,12:42.0,4/29/2020,3.922
12:57.0,3.919,12:57.0,4/29/2020,3.92
13:12.0,3.92,10:13:12,4/29/2020,3.919
13:27.0,3.921,10:13:27,4/29/2020,3.92
13:57.0,3.922,10:13:57,4/29/2020,3.921
14:42.0,3.923,14:42.0,4/29/2020,3.922
14:57.0,3.924,14:57.0,4/29/2020,3.923
15:30.0,3.923,15:30.0,4/29/2020,3.924
15:45.0,3.921,15:45.0,4/29/2020,3.923
17:00.0,3.922,10:17:00,4/29/2020,3.921
18:15.0,3.921,18:15.0,4/29/2020,3.922
18:45.0,3.922,18:45.0,4/29/2020,3.921
19:00.0,3.921,19:00.0,4/29/2020,3.922
19:45.0,3.922,10:19:45,4/29/2020,3.921
20:00.0,3.923,10:20:00,4/29/2020,3.922
20:30.0,3.924,10:20:30,4/29/2020,3.923
20:45.0,3.925,10:20:45,4/29/2020,3.924
21:15.0,3.926,21:15.0,4/29/2020,3.925
21:45.0,3.927,21:45.0,4/29/2020,3.926
22:03.0,3.928,10:22:03,4/29/2020,3.927
22:48.0,3.929,22:48.0,4/29/2020,3.928
23:18.0,3.93,23:18.0,4/29/2020,3.929
23:33.0,3.928,23:33.0,4/29/2020,3.93
23:48.0,3.927,10:23:48,4/29/2020,3.928
24:18.0,3.928,10:24:18,4/29/2020,3.927
25:03.0,3.929,25:03.0,4/29/2020,3.928
27:03.0,3.93,10:27:03,4/29/2020,3.929
27:33.0,3.931,10:27:33,4/29/2020,3.93
28:03.0,3.932,28:03.0,4/29/2020,3.931
28:51.0,3.933,10:28:51,4/29/2020,3.932
29:36.0,3.931,29:36.0,4/29/2020,3.933
30:36.0,3.929,10:30:36,4/29/2020,3.931
31:06.0,3.928,10:31:06,4/29/2020,3.929
31:21.0,3.927,10:31:21,4/29/2020,3.928
33:06.0,3.928,33:06.0,4/29/2020,3.927
33:36.0,3.927,10:33:36,4/29/2020,3.928
34:06.0,3.928,10:34:06,4/29/2020,3.927
34:24.0,3.927,10:34:24,4/29/2020,3.928
34:39.0,3.928,10:34:39,4/29/2020,3.927
35:54.0,3.929,35:54.0,4/29/2020,3.928
36:24.0,3.928,36:24.0,4/29/2020,3.929
36:54.0,3.927,36:54.0,4/29/2020,3.928
38:24.0,3.926,38:24.0,4/29/2020,3.927
39:09.0,3.925,39:09.0,4/29/2020,3.926
40:09.0,3.924,10:40:09,4/29/2020,3.925
41:27.0,3.925,10:41:27,4/29/2020,3.924
43:42.0,3.924,43:42.0,4/29/2020,3.925
43:57.0,3.925,10:43:57,4/29/2020,3.924
44:12.0,3.924,10:44:12,4/29/2020,3.925
44:45.0,3.925,44:45.0,4/29/2020,3.924
45:45.0,3.924,10:45:45,4/29/2020,3.925
47:00.0,3.923,47:00.0,4/29/2020,3.924
47:15.0,3.922,47:15.0,4/29/2020,3.923
47:30.0,3.923,47:30.0,4/29/2020,3.922
48:00.0,3.921,10:48:00,4/29/2020,3.923
49:45.0,3.922,49:45.0,4/29/2020,3.921
50:00.0,3.921,50:00.0,4/29/2020,3.922
50:45.0,3.92,10:50:45,4/29/2020,3.921
51:00.0,3.921,10:51:00,4/29/2020,3.92
53:48.0,3.922,53:48.0,4/29/2020,3.921
55:03.0,3.923,10:55:03,4/29/2020,3.922
55:18.0,3.924,10:55:18,4/29/2020,3.923
55:33.0,3.923,10:55:33,4/29/2020,3.924
56:03.0,3.924,56:03.0,4/29/2020,3.923
57:03.0,3.925,57:03.0,4/29/2020,3.924
57:18.0,3.924,57:18.0,4/29/2020,3.925
59:06.0,3.925,10:59:06,4/29/2020,3.924
59:36.0,3.924,10:59:36,4/29/2020,3.925
00:51.0,3.925,00:51.0,4/29/2020,3.924
01:06.0,3.924,01:06.0,4/29/2020,3.925
03:21.0,3.925,03:21.0,4/29/2020,3.924
03:51.0,3.926,03:51.0,4/29/2020,3.925
04:54.0,3.927,04:54.0,4/29/2020,3.926
05:09.0,3.926,05:09.0,4/29/2020,3.927
05:39.0,3.927,11:05:39,4/29/2020,3.926
06:54.0,3.928,06:54.0,4/29/2020,3.927
07:54.0,3.927,07:54.0,4/29/2020,3.928
10:42.0,3.926,10:42.0,4/29/2020,3.927
10:57.0,3.925,10:57.0,4/29/2020,3.926
11:57.0,3.924,11:57.0,4/29/2020,3.925
13:57.0,3.923,13:57.0,4/29/2020,3.924
15:42.0,3.922,11:15:42,4/29/2020,3.923
16:12.0,3.921,11:16:12,4/29/2020,3.922
16:45.0,3.922,11:16:45,4/29/2020,3.921
17:00.0,3.921,11:17:00,4/29/2020,3.922
17:45.0,3.92,17:45.0,4/29/2020,3.921
19:00.0,3.919,11:19:00,4/29/2020,3.92
20:15.0,3.918,20:15.0,4/29/2020,3.919
20:30.0,3.917,20:30.0,4/29/2020,3.918
20:45.0,3.916,20:45.0,4/29/2020,3.917
21:00.0,3.917,21:00.0,4/29/2020,3.916
21:15.0,3.916,21:15.0,4/29/2020,3.917
21:30.0,3.917,21:30.0,4/29/2020,3.916
21:45.0,3.916,11:21:45,4/29/2020,3.917
22:15.0,3.915,11:22:15,4/29/2020,3.916
23:15.0,3.914,23:15.0,4/29/2020,3.915
25:18.0,3.915,25:18.0,4/29/2020,3.914
25:48.0,3.914,11:25:48,4/29/2020,3.915
26:18.0,3.915,11:26:18,4/29/2020,3.914
27:48.0,3.916,27:48.0,4/29/2020,3.915
28:33.0,3.917,11:28:33,4/29/2020,3.916
28:48.0,3.916,11:28:48,4/29/2020,3.917
29:03.0,3.917,11:29:03,4/29/2020,3.916
29:18.0,3.918,11:29:18,4/29/2020,3.917
29:33.0,3.917,11:29:33,4/29/2020,3.918
29:48.0,3.918,29:48.0,4/29/2020,3.917
01:06.0,3.917,01:06.0,4/29/2020,3.918
01:39.0,3.919,13:01:39,4/29/2020,3.917
02:24.0,3.918,02:24.0,4/29/2020,3.919
02:54.0,3.917,02:54.0,4/29/2020,3.918
03:39.0,3.916,13:03:39,4/29/2020,3.917
04:39.0,3.915,04:39.0,4/29/2020,3.916
05:54.0,3.916,05:54.0,4/29/2020,3.915
07:09.0,3.915,13:07:09,4/29/2020,3.916
07:24.0,3.916,13:07:24,4/29/2020,3.915
08:27.0,3.917,13:08:27,4/29/2020,3.916
13:57.0,3.918,13:13:57,4/29/2020,3.917
15:30.0,3.919,15:30.0,4/29/2020,3.918
18:45.0,3.92,18:45.0,4/29/2020,3.919
19:00.0,3.919,19:00.0,4/29/2020,3.92
19:45.0,3.92,13:19:45,4/29/2020,3.919
20:03.0,3.919,20:03.0,4/29/2020,3.92
21:18.0,3.918,13:21:18,4/29/2020,3.919
22:48.0,3.917,22:48.0,4/29/2020,3.918
24:03.0,3.916,13:24:03,4/29/2020,3.917
26:06.0,3.915,26:06.0,4/29/2020,3.916
28:06.0,3.914,13:28:06,4/29/2020,3.915
29:21.0,3.913,29:21.0,4/29/2020,3.914
29:51.0,3.912,29:51.0,4/29/2020,3.913
30:21.0,3.911,30:21.0,4/29/2020,3.912
30:51.0,3.91,13:30:51,4/29/2020,3.911
31:21.0,3.909,13:31:21,4/29/2020,3.91
31:51.0,3.908,31:51.0,4/29/2020,3.909
32:06.0,3.907,32:06.0,4/29/2020,3.908
32:54.0,3.906,32:54.0,4/29/2020,3.907
34:24.0,3.905,13:34:24,4/29/2020,3.906
35:24.0,3.906,13:35:24,4/29/2020,3.905
35:54.0,3.905,35:54.0,4/29/2020,3.906
36:09.0,3.906,36:09.0,4/29/2020,3.905
36:24.0,3.905,36:24.0,4/29/2020,3.906
37:09.0,3.904,13:37:09,4/29/2020,3.905
37:24.0,3.905,13:37:24,4/29/2020,3.904
37:39.0,3.904,13:37:39,4/29/2020,3.905
38:54.0,3.903,38:54.0,4/29/2020,3.904
39:27.0,3.904,13:39:27,4/29/2020,3.903
39:42.0,3.903,39:42.0,4/29/2020,3.904
40:57.0,3.904,40:57.0,4/29/2020,3.903
41:12.0,3.902,13:41:12,4/29/2020,3.904
41:27.0,3.903,13:41:27,4/29/2020,3.902
41:42.0,3.904,13:41:42,4/29/2020,3.903
42:57.0,3.905,42:57.0,4/29/2020,3.904
44:57.0,3.906,13:44:57,4/29/2020,3.905
45:12.0,3.905,45:12.0,4/29/2020,3.906
45:27.0,3.906,45:27.0,4/29/2020,3.905
46:30.0,3.905,46:30.0,4/29/2020,3.906
47:00.0,3.906,47:00.0,4/29/2020,3.905
47:45.0,3.905,47:45.0,4/29/2020,3.906
48:00.0,3.906,13:48:00,4/29/2020,3.905
48:15.0,3.905,13:48:15,4/29/2020,3.906
50:45.0,3.906,13:50:45,4/29/2020,3.905
51:00.0,3.905,13:51:00,4/29/2020,3.906
51:48.0,3.906,13:51:48,4/29/2020,3.905
52:03.0,3.905,13:52:03,4/29/2020,3.906
52:18.0,3.906,13:52:18,4/29/2020,3.905
53:18.0,3.907,53:18.0,4/29/2020,3.906
54:18.0,3.908,54:18.0,4/29/2020,3.907
55:18.0,3.909,13:55:18,4/29/2020,3.908
55:33.0,3.908,13:55:33,4/29/2020,3.909
55:48.0,3.909,13:55:48,4/29/2020,3.908
56:18.0,3.91,56:18.0,4/29/2020,3.909
56:33.0,3.909,56:33.0,4/29/2020,3.91
57:03.0,3.91,57:03.0,4/29/2020,3.909
57:33.0,3.909,13:57:33,4/29/2020,3.91
57:48.0,3.91,13:57:48,4/29/2020,3.909
58:06.0,3.909,58:06.0,4/29/2020,3.91
00:06.0,3.91,00:06.0,4/29/2020,3.909
00:36.0,3.911,00:36.0,4/29/2020,3.91
01:21.0,3.912,14:01:21,4/29/2020,3.911
05:39.0,3.91,14:05:39,4/29/2020,3.912
06:24.0,3.909,14:06:24,4/29/2020,3.91
06:54.0,3.908,06:54.0,4/29/2020,3.909
07:09.0,3.909,07:09.0,4/29/2020,3.908
07:24.0,3.908,07:24.0,4/29/2020,3.909
08:09.0,3.907,14:08:09,4/29/2020,3.908
11:12.0,3.906,11:12.0,4/29/2020,3.907
13:12.0,3.905,14:13:12,4/29/2020,3.906
14:42.0,3.906,14:42.0,4/29/2020,3.905
15:12.0,3.905,14:15:12,4/29/2020,3.906
15:27.0,3.906,14:15:27,4/29/2020,3.905
15:42.0,3.905,14:15:42,4/29/2020,3.906
16:12.0,3.906,14:16:12,4/29/2020,3.905
16:27.0,3.907,16:27.0,4/29/2020,3.906
17:12.0,3.908,17:12.0,4/29/2020,3.907
18:00.0,3.909,18:00.0,4/29/2020,3.908
20:00.0,3.908,14:20:00,4/29/2020,3.909
20:30.0,3.909,20:30.0,4/29/2020,3.908
20:45.0,3.908,20:45.0,4/29/2020,3.909
21:15.0,3.907,21:15.0,4/29/2020,3.908
23:15.0,3.906,23:15.0,4/29/2020,3.907
23:30.0,3.907,23:30.0,4/29/2020,3.906
